Year,Month,Day,Longitude,Latitude,Depth,Hour,Minute,Second,Mw_unified,Relation
1953,1,15,56.78,31.07,,20,6,0,5.7,Ms-Mw
1953,1,16,57.9,38,,17,49,37,4.8,Ms-Mw
1953,1,30,57.7,38,,23,35,39,4.8,Ms-Mw
1953,2,1,45.1,38.4,33,18,36,36,5.1,Ms-Mw
1953,2,12,54.5,35,10,8,15,0,6.4,
1953,2,14,43.6,38.5,20,20,52,30,5.1,Ms-Mw
1953,2,25,57.8,37.2,,15,28,26,4.8,Ms-Mw
1953,3,14,45.4,38.4,,19,9,55,4.3,Ms-Mw
1953,4,1,55.2,35.5,,2,24,35,4.8,Ms-Mw
1953,4,18,54.41,36.83,12,6,22,34,5.2,Ms-Mw
1953,6,6,58.6,35.3,,0,2,24,5.1,Ms-Mw
1953,6,11,47.8,39.7,33,17,27,30,4.6,Ms-Mw
1953,6,21,47.1,37.9,20,20,25,9,4.8,Ms-Mw
1953,6,25,58,37,,21,22,18,4.8,Ms-Mw
1953,7,11,55.1,35.9,,15,25,8,5.1,Ms-Mw
1953,7,24,55.4,36.8,,5,30,56,5.1,Ms-Mw
1953,7,24,55,35.5,,16,29,30,5.2,Ms-Mw
1953,8,24,54.5,36,,16,29,31,5.2,Ms-Mw
1953,9,28,45.8,40.4,14,11,50,57,4.8,Ms-Mw
1953,12,14,56.8,37.3,,15,12,10,4.9,Ms-Mw
1954,1,15,52.2,28.5,,21,55,26,4.8,Ms-Mw
1954,2,28,56,27,,21,24,43,5.2,Ms-Mw
1954,4,6,54.36,28.73,81,14,35,18,5.5,Ms-Mw
1954,5,18,53.25,30.5,,7,44,56,4.8,Ms-Mw
1954,6,25,52,30,,21,35,9,4.8,Ms-Mw
1954,8,16,48.7,39,33,14,59,0,5.1,Ms-Mw
1954,9,1,57,37,13,21,9,58,5.2,Ms-Mw
1954,9,2,52,35.3,,22,47,0,5.1,Ms-Mw
1954,10,8,57.5,36,,0,43,6,4.8,Ms-Mw
1954,10,22,45.78,38.78,26,22,47,34,5.2,Ms-Mw
1954,10,25,58.2,37.6,19,13,19,27,5.2,Ms-Mw
1954,10,30,45.93,40.26,6,23,43,29,5.4,Ms-Mw
1954,11,1,57.31,37.56,,21,9,58,5.7,Ms-Mw
1954,11,11,53.24,27.23,46,5,14,28,5.7,Ms-Mw
1954,11,23,52,29.5,,5,6,21,4.8,Ms-Mw
1954,12,27,58.5,36.5,,0,37,2,4.8,Ms-Mw
1955,1,9,43.9,38.5,33,4,31,30,5.1,Ms-Mw
1955,1,11,47.9,38.1,,4,6,18,4.8,Ms-Mw
1955,1,29,58.8,37.1,,0,57,55,4.8,Ms-Mw
1955,2,1,48.3,38.7,,14,36,35,4.8,Ms-Mw
1955,3,13,56.83,27.72,46,16,58,8,5.4,Ms-Mw
1955,4,18,52.5,28,,19,16,7,5.4,Ms-Mw
1955,5,10,48,38.6,,11,32,28,4.8,Ms-Mw
1955,6,18,58.5,34,,20,21,4,5.4,Ms-Mw
1955,8,22,56,36.6,10,12,19,5,5.1,Ms-Mw
1955,9,26,48.6,38.7,,7,4,26,4.8,Ms-Mw
1955,11,24,52.05,35.76,,0,0,0,4.8,Ms-Mw
1955,12,4,48.8,33.37,,14,2,12,6,Ms-Mw
1956,2,3,46.7,33.29,79,13,16,11,5.2,Ms-Mw
1956,3,6,52.87,27.83,36,8,55,33,5.7,Ms-Mw
1956,3,6,52.5,28,,20,53,12,5.1,Ms-Mw
1956,3,18,44.1,40.8,11,3,55,39,5.1,Ms-Mw
1956,3,26,56.9,36.9,,23,46,50,4.8,Ms-Mw
1956,3,30,57.2,37.2,,8,17,0,4.8,Ms-Mw
1956,4,13,48.4,38.5,,9,38,14,4.8,Ms-Mw
1956,4,18,57.6,37.7,,7,0,0,4.8,Ms-Mw
1956,5,4,56.4,37,,5,49,0,4.8,Ms-Mw
1956,5,5,59.8,35.9,,7,53,0,4.8,Ms-Mw
1956,5,17,56.8,36.7,,20,19,53,4.8,Ms-Mw
1956,5,19,52.73,27.79,9,14,14,23,5.4,Ms-Mw
1956,6,22,56.6,35.7,,6,44,0,4.8,Ms-Mw
1956,6,25,60.38,31.89,,12,52,3,5.2,Ms-Mw
1956,6,29,57.43,28.53,89,2,18,42,4.9,Ms-Mw
1956,6,30,57.1,35.45,16,11,37,7,5.4,Ms-Mw
1956,7,7,55.98,37.24,,10,30,32,5.1,Ms-Mw
1956,7,21,57.4,38.3,,16,50,8,4.8,Ms-Mw
1956,8,8,49.75,31.96,,11,38,3,5.2,Ms-Mw
1956,8,21,57.4,38.3,,16,50,8,4.8,Ms-Mw
1956,10,20,57.4,37.9,,5,17,7,4.8,Ms-Mw
1956,10,31,54.4,27.3,,14,3,43,6.7,
1956,11,1,48.1,38.9,20,21,57,59,4.8,Ms-Mw
1956,11,3,58.1,37.9,,17,40,15,4.8,Ms-Mw
1956,11,4,58.3,38.2,,21,56,10,4.8,Ms-Mw
1956,12,5,58.3,37.9,,20,16,11,4.8,Ms-Mw
1956,12,19,58,38,,10,54,38,4.8,Ms-Mw
1957,3,2,53.5,27.5,,6,46,36,4.8,Ms-Mw
1957,3,2,53.71,27.62,25,7,12,17,5.2,Ms-Mw
1957,3,16,52.87,34.91,46,0,43,48,5.7,Ms-Mw
1957,3,26,52.48,27.68,30,4,49,27,5.2,Ms-Mw
1957,4,25,58.4,37.3,15,4,52,23,5.1,Ms-Mw
1957,5,5,49.5,31.5,,19,25,45,4.8,Ms-Mw
1957,5,6,51.5,36.4,,15,6,51,5.2,Ms-Mw
1957,5,29,45.84,38.63,21,10,3,13,5.1,Ms-Mw
1957,6,9,55.6,37.4,9,22,44,0,4.9,Ms-Mw
1957,7,2,52.7,36.14,,0,42,0,6.7,
1957,7,21,46.05,39.14,37,15,8,33,4.9,Ms-Mw
1957,8,24,56.8,37.1,,21,50,0,4.8,Ms-Mw
1957,9,3,51.5,31,,20,45,30,4.8,Ms-Mw
1957,9,5,53.69,28.53,33,11,36,9,5.7,Ms-Mw
1957,10,11,53.5,28,,20,6,54,4.8,Ms-Mw
1957,12,13,48.8,35.55,,1,45,0,6.7,
1957,12,16,47.67,34.33,68,23,5,36,5.4,Ms-Mw
1958,1,22,58.7,35.6,,0,0,0,5.4,Ms-Mw
1958,1,28,58.38,35.64,,17,14,59,5.2,Ms-Mw
1958,2,3,55.6,32.25,38,19,27,11,5.5,Ms-Mw
1958,2,27,58.9,35.3,13,3,55,15,5.1,Ms-Mw
1958,3,1,54.96,27.68,22,9,26,51,5.2,Ms-Mw
1958,4,9,52.03,29.07,43,4,36,35,5.7,Ms-Mw
1958,5,2,55.25,27.61,25,21,20,14,5.4,Ms-Mw
1958,5,5,44.79,35.69,64,5,21,37,5.7,Ms-Mw
1958,6,10,51.12,30.29,58,7,4,9,5.7,Ms-Mw
1958,6,25,52.8,36.27,4,1,14,2,5.4,Ms-Mw
1958,6,26,56.2,37.3,10,10,56,18,4.9,Ms-Mw
1958,7,6,48.4,38.5,14,10,46,1,4.8,Ms-Mw
1958,7,26,50.03,31.57,182,15,53,27,5.1,Ms-Mw
1958,7,27,44.6,38.8,10,17,14,40,4.9,Ms-Mw
1958,8,14,47.78,34.27,39,11,27,5,5.8,Ms-Mw
1958,8,16,48.17,34.3,,19,13,0,6.6,
1958,9,16,59.52,34.37,,14,22,29,5.4,Ms-Mw
1958,9,21,47.42,34.52,71,16,18,30,5.5,Ms-Mw
1958,9,23,56.1,37.2,10,17,13,0,4.9,Ms-Mw
1958,10,23,46.19,33.63,11,15,42,56,5.6,Ms-Mw
1958,10,26,44.49,37.37,40,12,40,36,5.6,Ms-Mw
1958,11,2,51.42,36.61,63,9,14,35,5.1,Ms-Mw
1959,1,7,54.18,27.02,27,5,13,9,5.7,Ms-Mw
1959,2,11,58,38.25,,11,55,0,4.8,Ms-Mw
1959,3,2,49.45,33.14,50,11,22,43,5.5,Ms-Mw
1959,3,8,58,36.2,,0,20,0,5.1,Ms-Mw
1959,4,29,54.8,26.99,77,0,23,53,5.2,Ms-Mw
1959,5,1,51.2,36.4,33,8,24,2,5.2,
1959,5,14,57.23,34.9,88,21,7,30,4.9,Ms-Mw
1959,5,31,48.94,37.67,,13,1,44,5.4,Ms-Mw
1959,6,24,50.81,30.55,79,16,2,42,5.1,Ms-Mw
1959,7,18,51.4,29.81,88,3,52,3,5.3,Ms-Mw
1959,7,24,51.03,30.88,118,7,19,54,5.2,Ms-Mw
1959,8,17,48.1,39.1,16,1,33,21,4.9,Ms-Mw
1959,9,19,51.27,29.12,95,16,2,25,5.4,Ms-Mw
1959,10,9,56.67,28.08,,3,29,38,5.1,Ms-Mw
1959,10,14,59.5,35.5,,7,28,27,5.1,Ms-Mw
1959,10,23,58.87,33.18,75,16,54,30,5.4,Ms-Mw
1959,11,13,47.92,34.42,,8,49,20,5.1,Ms-Mw
1959,11,13,47.64,34.65,62,9,20,56,5.1,Ms-Mw
1959,12,8,57.03,31,,12,50,47,5.5,Ms-Mw
1960,1,2,54.92,26.74,42,14,41,42,5.3,Ms-Mw
1960,1,6,54.63,27.37,60,22,57,1,5.4,Ms-Mw
1960,1,26,55.72,27.83,46,1,48,36,5.3,Ms-Mw
1960,2,4,52.42,28.95,24,7,7,28,5.3,Ms-Mw
1960,2,20,43.04,37.86,,14,40,16,5.7,Ms-Mw
1960,2,20,44.5,37.5,,14,49,36,5.1,Ms-Mw
1960,3,2,50.25,32,,12,18,5,5.9,Ms-Mw
1960,3,7,55.39,34.41,15,0,51,44,5.5,Ms-Mw
1960,3,7,57.3,37.5,10,11,43,33,4.9,Ms-Mw
1960,3,14,50.4,29.71,47,20,14,48,5.3,Ms-Mw
1960,3,19,43.17,40.21,,14,54,26,5.2,Ms-Mw
1960,3,20,44,39,,10,41,18,5.4,Ms-Mw
1960,3,20,46,38.25,,22,25,18,5.5,Ms-Mw
1960,3,24,51,31.25,,23,21,5,6,Ms-Mw
1960,4,2,48.193,34.29,15,22,36,0,5.7,Ms-Mw
1960,4,23,50.33,31.13,84,6,26,21,5.2,Ms-Mw
1960,4,24,54.4,28,,12,14,0,6.2,
1960,5,2,54.83,27.51,,22,48,32,5.1,Ms-Mw
1960,5,18,53.02,27.28,15,8,41,6,5.7,Ms-Mw
1960,5,27,55,27,,1,7,10,4.8,Ms-Mw
1960,5,28,52.3,29.8,,19,42,1,5.4,Ms-Mw
1960,6,1,51.8,35.8,,5,7,0,4.8,Ms-Mw
1960,6,2,60.3,33.18,15,7,22,30,5.6,Ms-Mw
1960,6,2,48.793,33.038,15,12,42,42,5.7,Ms-Mw
1960,6,10,53,26.5,,13,49,21,5.4,Ms-Mw
1960,6,18,47.5,34,,0,35,30,4.8,Ms-Mw
1960,6,27,50,32,,12,51,18,4.9,Ms-Mw
1960,7,4,52.15,29.46,,3,43,31,5.2,Ms-Mw
1960,7,4,52,30,,11,45,30,4.9,Ms-Mw
1960,7,10,50.8,36.2,,14,30,0,4.8,Ms-Mw
1960,7,23,50.5,34.5,,13,23,48,5.4,Ms-Mw
1960,7,25,48.5,32.5,,16,49,30,5.1,Ms-Mw
1960,7,25,56.46,31.68,27,21,11,44,5.4,Ms-Mw
1960,7,28,57.57,30.4,73,17,0,6,5.4,Ms-Mw
1960,7,31,56,27.5,,23,53,0,5.2,Ms-Mw
1960,8,23,59.84,29.106,15,8,58,7,5.7,Ms-Mw
1960,9,21,57.77,36.18,64,12,58,56,5.1,Ms-Mw
1960,9,21,50.39,32.08,52,23,5,7,5.4,Ms-Mw
1960,9,25,53.11,27.85,34,8,36,25,5.1,Ms-Mw
1960,9,27,53,28.5,,9,21,36,4.8,Ms-Mw
1960,11,4,54,27,33,16,52,0,5.9,Ms-Mw
1960,11,19,51.49,30.54,7,19,25,7,4.9,Ms-Mw
1960,11,25,47.5,39.5,33,11,24,42,6,Ms-Mw
1960,12,3,52,30,33,22,16,0,5.4,Ms-Mw
1961,1,1,58.93,35.44,,19,27,33,5.1,Ms-Mw
1961,1,15,56.6,36.7,,11,46,25,4.6,Ms-Mw
1961,1,19,54.7,39.9,,3,37,22,4.9,Ms-Mw
1961,2,11,50,37,,19,36,0,5.1,Ms-Mw
1961,2,12,45.96,36.7,,10,31,41,5.1,Ms-Mw
1961,4,4,50.73,30.27,230,11,59,31,5,Ms-Mw
1961,4,6,56.8,28.1,,18,12,0,5.8,Ms-Mw
1961,4,19,44.9,38.3,20,14,20,6,4.9,Ms-Mw
1961,5,1,58.9,35.24,,1,37,39,5.1,Ms-Mw
1961,5,21,56.89,30.45,44,19,44,19,5.1,Ms-Mw
1961,6,6,52.4,30.1,25,9,46,19,4.9,Ms-Mw
1961,6,11,54.559,27.881,11,5,10,25,6.7,Ms-Mw
1961,6,11,55.4,27.22,,6,51,20,5.3,Ms-Mw
1961,6,11,55.3,27.6,70,8,4,10,5,Ms-Mw
1961,6,25,53.8,27.73,12,12,40,18,5.1,Ms-Mw
1961,7,18,58.6,37.7,7,1,29,21,4.8,Ms-Mw
1961,9,5,54.18,36.74,26,14,9,53,4.8,Ms-Mw
1961,9,13,47.62,32.9,96,14,5,42,5.2,Ms-Mw
1961,9,14,47.4,32.95,15,8,3,7,5.6,Ms-Mw
1961,9,17,57.46,37.53,6,5,30,6,5.1,Ms-Mw
1961,9,28,57.006,27.285,42,22,36,26,5.7,Ms-Mw
1961,10,3,47.81,34.38,69,9,34,53,5.2,Ms-Mw
1961,10,14,48.46,34.11,84,7,0,51,5.6,Ms-Mw
1961,10,28,48.491,33.538,15,10,46,40,5.7,Ms-Mw
1961,12,3,44.1,40.9,15,18,31,56,4.9,
1962,1,19,54.85,39.85,11,3,37,23,4,mb(Alborz)-Mw
1962,1,20,49.26,30.67,,3,31,34,5.1,Ms-Mw
1962,2,8,49,31,,20,10,15,4.9,Ms-Mw
1962,3,7,57.42,26.44,22,21,8,2,4.4,mb(Alborz)-Mw
1962,3,15,51.6,28.4,20,15,1,40,4.8,Ms-Mw
1962,3,26,56.9,37.8,,7,17,2,4.5,Ms-Mw
1962,3,28,58,36.8,,5,25,44,4.5,Ms-Mw
1962,3,31,47.94,34.07,35,23,36,45,5.1,Ms-Mw
1962,4,1,58.87,33.21,,0,45,0,5.7,Ms-Mw
1962,4,19,44.2,38.64,10,11,55,26,5.1,Ms-Mw
1962,4,25,56.57,37.29,46,1,14,49,4.8,Ms-Mw
1962,4,26,56.9,37.8,11,7,17,0,4.8,Ms-Mw
1962,5,2,56.7,38.6,,11,57,20,4.5,Ms-Mw
1962,5,13,56.3,37.9,,11,23,26,4.5,Ms-Mw
1962,6,10,55.9,37.6,10,19,28,0,4.5,Ms-Mw
1962,6,15,58.5,37.9,10,10,20,0,4.8,Ms-Mw
1962,6,18,55.8,37.2,10,10,45,0,4.6,Ms-Mw
1962,6,23,49.34,29.75,55,5,5,1,5.5,Ms-Mw
1962,6,27,56.8,37.6,10,11,37,0,4.5,Ms-Mw
1962,6,29,48.76,32.21,15,22,35,42,5.7,Ms-Mw
1962,6,30,57.4,26.68,198,9,46,23,4.4,mb(Alborz)-Mw
1962,7,3,55.88,28.47,69,6,31,17,4.4,mb(Alborz)-Mw
1962,7,8,54.8,36.6,,9,2,0,5.3,Ms-Mw
1962,7,21,55.21,37.05,,3,7,0,4.9,Ms-Mw
1962,8,3,56.3,36.7,,13,40,29,4.5,Ms-Mw
1962,8,12,55.5,36.2,10,8,16,0,4.6,Ms-Mw
1962,8,14,55.66,28.15,49,7,27,46,5.1,mb(Zagros)-Mw
1962,8,20,56.2,37.3,,4,52,50,4.5,Ms-Mw
1962,8,22,57.5,38.5,,10,35,10,4.5,Ms-Mw
1962,8,27,58.4,37.1,,23,49,0,4.5,Ms-Mw
1962,9,1,49.8,35.7,10,19,20,39,7,
1962,9,4,44.2,39.9,20,22,59,19,5.4,
1962,9,19,50.35,30.05,15,7,28,40,5.6,Ms-Mw
1962,9,20,51.3,31.9,,11,56,0,4.5,Ms-Mw
1962,9,20,58.5,35,,13,10,12,4.5,mb(Zagros)-Mw
1962,9,29,57.48,28.29,83,6,54,0,5.7,mb(Zagros)-Mw
1962,9,29,53.46,36.03,,19,23,22,4.9,Ms-Mw
1962,10,1,54.74,27.89,15,12,13,59,6.3,
1962,10,3,57.1,37.2,,8,30,38,4.5,Ms-Mw
1962,10,4,58.1,38.6,,11,0,9,4.5,Ms-Mw
1962,10,5,58.716,35.205,15,20,2,27,5.7,Ms-Mw
1962,10,9,44.7,39.6,15,6,56,16,4.8,Ms-Mw
1962,10,14,56.9,37.6,,3,14,4,4.5,Ms-Mw
1962,10,16,58.4,35.2,,7,24,0,5.1,Ms-Mw
1962,10,16,57.36,30.63,,11,58,41,4.4,mb(Alborz)-Mw
1962,10,16,60.5,34,,11,59,36,4.5,mb(Zagros)-Mw
1962,10,30,56.8,36.5,10,14,3,0,4.5,Ms-Mw
1962,11,5,57.1,37.8,,6,35,12,4.5,Ms-Mw
1962,11,9,47.215,33.563,15,1,11,2,5.7,Ms-Mw
1962,11,20,51.3,31.9,,11,56,0,4.5,Ms-Mw
1962,11,22,53.55,28.5,,14,6,0,4.5,Ms-Mw
1962,11,24,47.7,38.5,,14,14,26,5.1,Ms-Mw
1962,11,25,48.4,38.8,,0,7,7,5.1,Ms-Mw
1962,12,8,54.79,36.55,15,9,2,54,5.2,Ms-Mw
1962,12,14,56.5,36.6,,4,23,45,4.5,Ms-Mw
1962,12,19,57.2,37.4,,15,9,43,4.5,Ms-Mw
1962,12,22,58,37.6,,3,32,49,4.5,Ms-Mw
1962,12,24,47.5,38.5,15,14,14,26,4.8,Ms-Mw
1962,12,29,56.7,37.2,,12,19,30,4.1,Ms-Mw
1963,1,1,58.93,35.44,,19,27,33,5.1,Ms-Mw
1963,1,22,48.2,39.2,,2,10,12,4.4,mb(Alborz)-Mw
1963,2,4,54.19,27.2,46,7,18,4,4.4,mb(Alborz)-Mw
1963,2,12,57.1,37.4,,16,48,56,4.5,Ms-Mw
1963,2,18,47.04,40.07,6,14,3,37,4.9,Ms-Mw
1963,2,19,57.5,37.6,,6,28,31,4.5,Ms-Mw
1963,3,1,59.85,35.85,,3,19,59,5.1,Ms-Mw
1963,3,14,58,37.8,,12,20,2,4.5,Ms-Mw
1963,3,24,47.8,34.3,8,12,44,2,5.6,
1963,3,31,57.97,37,,2,27,4,5.4,Ms-Mw
1963,3,31,57.5,37,,2,53,42,4.5,Ms-Mw
1963,4,2,58.5,38.6,,17,6,30,4.5,Ms-Mw
1963,4,6,57.8,38.2,,7,47,20,4.5,Ms-Mw
1963,4,11,58,38,,12,25,30,4.5,Ms-Mw
1963,4,13,44.2,38.6,,18,49,52,4.8,Ms-Mw
1963,4,16,44.32,35.79,15,18,47,4,5.3,mb(Zagros)-Mw
1963,4,21,49,32,,0,26,0,4.5,Ms-Mw
1963,4,23,55.07,39.27,,23,2,20,4.4,mb(Alborz)-Mw
1963,4,26,58.4,38.2,,9,55,18,4.5,Ms-Mw
1963,5,2,54.75,28.03,54,1,58,23,6.4,mb(Alborz)-Mw
1963,5,3,51.62,30.7,35,10,44,30,5.6,mb(Alborz)-Mw
1963,5,11,58.2,37.8,,23,46,0,4.1,Ms-Mw
1963,5,12,57.9,36.4,,18,19,3,4.1,Ms-Mw
1963,5,17,55.8,37,,7,33,16,4.3,Ms-Mw
1963,5,18,58,37.9,,12,51,6,4.1,Ms-Mw
1963,5,22,56.8,36.8,,10,44,29,4.1,Ms-Mw
1963,5,22,56.4,37.3,,13,47,57,4.1,Ms-Mw
1963,5,29,52.424,28.054,15,0,47,46,5.9,Ms-Mw
1963,5,29,59.4,27,66,8,35,7,5.2,
1963,6,9,58.4,38.4,,10,34,36,4.1,Ms-Mw
1963,6,10,58.8,37.4,,13,38,36,4.1,Ms-Mw
1963,6,15,58,38.1,,2,27,4,4.1,Ms-Mw
1963,6,16,57,38.8,,11,10,47,4.1,Ms-Mw
1963,6,19,58.4,38,,17,51,8,4.1,Ms-Mw
1963,6,30,49.2,33.2,38,7,41,7,5.3,mb(Alborz)-Mw
1963,7,8,55.7,26.7,33,8,58,4,4.9,mb(Alborz)-Mw
1963,7,13,50.852,29.503,15,8,24,23,5.4,Ms-Mw
1963,7,29,55.6,27.8,15,6,10,23,5,
1963,8,10,53,28.1,46,4,27,33,4.9,mb(Zagros)-Mw
1963,8,11,55.2,37.1,33,8,43,48,4.4,mb(Zagros)-Mw
1963,8,12,53.2,27.7,33,7,19,55,5.2,mb(Alborz)-Mw
1963,8,12,62.658,25.202,20,18,29,39,5.6,Ms-Mw
1963,8,15,57.9,39.4,,17,42,42,4.1,Ms-Mw
1963,8,16,57.7,37.7,,7,24,55,4.1,Ms-Mw
1963,8,17,59.76,36.82,,21,58,50,5.4,Ms-Mw
1963,9,13,58.4,38.2,,14,32,25,4.4,Ms-Mw
1963,9,18,57.22,38.67,,15,41,58,5.5,Ms-Mw
1963,9,20,56.8,38.7,,10,32,43,4.2,mb(Zagros)-Mw
1963,9,23,50.9,29.6,39,18,33,47,4.5,mb(Zagros)-Mw
1963,10,1,56,37.3,,18,31,21,4.2,Ms-Mw
1963,10,1,55.9,37.9,,18,48,38,4.8,Ms-Mw
1963,10,9,57.8,37,,0,3,7,4.1,Ms-Mw
1963,10,9,43.11,39.83,56,4,36,45,5.1,Ms-Mw
1963,10,16,57.79,28.15,81,19,2,26,4.9,mb(Zagros)-Mw
1963,10,27,48.5,34.5,,2,54,0,5.1,Ms-Mw
1963,10,31,55.59,27.22,43,9,57,1,5.6,Ms-Mw
1963,11,18,57,39.3,33,1,42,56,5.4,Ms-Mw
1963,12,7,51.36,30.91,64,9,6,42,5.1,Ms-Mw
1963,12,21,51.54,33.59,24,4,50,37,4.5,mb(Zagros)-Mw
1963,12,21,45.4,38.7,,15,18,7,4.9,mb(Zagros)-Mw
1963,12,31,45.3,38.4,,15,18,8,4.3,mb(Zagros)-Mw
1964,1,12,49.127,31.448,56,12,45,47,5.2,mb(Zagros)-Mw
1964,1,19,54,26.9,38,9,13,51,5.3,
1964,1,30,48.2,32.4,33,12,23,12,5.1,Ms-Mw
1964,2,5,46.1,40.37,9,10,24,23,4.5,mb(Zagros)-Mw
1964,2,12,55.61,38.99,33,8,19,19,4.6,mb(Zagros)-Mw
1964,2,14,54.55,29.2,51,15,51,12,4.8,mb(Zagros)-Mw
1964,2,16,51.2,30.1,33,0,17,14,5.1,
1964,2,19,50.62,31.57,,20,34,4,4.6,mb(Zagros)-Mw
1964,2,21,58.06,34.51,,1,3,56,5,mb(Zagros)-Mw
1964,2,26,54.44,27.26,14,9,16,53,4.9,mb(Zagros)-Mw
1964,3,11,57.61,27.9,40,23,34,23,4.8,mb(Zagros)-Mw
1964,3,17,53.96,26.91,33,12,5,9,5,mb(Zagros)-Mw
1964,3,20,55.21,27.93,64,3,15,46,4.8,mb(Zagros)-Mw
1964,3,29,49,39.2,14,23,3,43,5.1,Ms-Mw
1964,5,9,52.4,29.5,36,7,47,1,4.9,mb(Zagros)-Mw
1964,5,11,57.38,28.13,68,6,7,41,5.4,mb(Zagros)-Mw
1964,5,15,49.86,35.76,29,1,56,8,4.5,mb(Zagros)-Mw
1964,5,15,58.85,36.3,16,22,31,59,4.6,mb(Zagros)-Mw
1964,5,27,55,40,33,3,2,55,4.8,Ms-Mw
1964,6,3,59.2,33.6,31,2,45,42,4.8,mb(Zagros)-Mw
1964,6,5,43.19,39.13,42,0,11,52,4.6,mb(Zagros)-Mw
1964,6,5,58.6,35.9,,22,31,56,5.1,Ms-Mw
1964,7,9,52.76,28.86,59,3,38,8,5,mb(Zagros)-Mw
1964,7,14,54.83,27.56,54,1,57,39,4.6,mb(Zagros)-Mw
1964,7,15,51.93,30.41,,7,4,54,4.5,mb(Zagros)-Mw
1964,7,21,56.46,27.6,46,11,46,54,4.7,mb(Alborz)-Mw
1964,8,12,49.653,30.849,34,19,26,25,5.3,mb(Zagros)-Mw
1964,8,20,52.552,28.101,33,5,39,44,6.1,mb(Alborz)-Mw
1964,8,27,55.831,28.06,51,12,56,49,5.6,mb(Alborz)-Mw
1964,9,1,50.07,30.94,64,10,40,3,4.8,mb(Zagros)-Mw
1964,9,9,45.95,35.03,69,22,19,43,4.9,mb(Zagros)-Mw
1964,10,13,46,34.7,147,6,57,57,4.4,mb(Alborz)-Mw
1964,10,24,55.1,37,33,15,27,27,4.8,Ms-Mw
1964,10,29,55.79,28.2,33,20,47,24,5.6,mb(Alborz)-Mw
1964,11,3,50.165,35.515,42,17,36,6,5.3,mb(Alborz)-Mw
1964,11,9,48.4,39,50,8,5,49,4.9,
1964,11,10,49.168,32.777,55,15,47,51,5.4,mb(Zagros)-Mw
1964,11,15,45.478,35.504,33,6,33,24,4.9,mb(Alborz)-Mw
1964,11,15,50.96,29.81,37,9,33,47,5.3,mb(Alborz)-Mw
1964,11,17,55.01,27.57,46,1,26,26,4.3,mb(Alborz)-Mw
1964,11,22,48.78,32.56,36,22,12,1,4.4,mb(Alborz)-Mw
1964,12,1,54.57,36.8,33,8,21,53,4.6,mb(Alborz)-Mw
1964,12,3,55.34,36.8,33,22,32,38,5.2,mb(Alborz)-Mw
1964,12,6,57.03,38.2,25,5,54,35,5.1,Ms-Mw
1964,12,11,52.98,28.5,59,12,48,4,5.2,mb(Alborz)-Mw
1964,12,18,52.8,28.2,46,0,35,22,5,mb(Alborz)-Mw
1964,12,19,56.88,27.5,54,23,31,55,5.6,mb(Alborz)-Mw
1964,12,22,57.89,28.16,43,4,36,34,5.5,
1964,12,23,56.74,28.23,70,10,52,24,5.2,mb(Alborz)-Mw
1965,2,10,47.09,37.66,45,16,9,54,5.1,mb(Zagros)-Mw
1965,2,13,45.74,38.23,88,0,57,8,4.8,Ms-Mw
1965,2,20,57,37,33,18,18,26,4.8,Ms-Mw
1965,2,26,57.524,35.289,33,1,37,7,5.2,mb(Zagros)-Mw
1965,2,28,55,27.79,33,8,5,37,4.6,mb(Alborz)-Mw
1965,3,17,56.64,27.71,55,7,18,54,5,mb(Alborz)-Mw
1965,3,25,50.39,32.24,55,19,54,13,4.8,mb(Zagros)-Mw
1965,4,17,47.4,34.3,33,11,44,26,4.4,mb(Alborz)-Mw
1965,4,19,56.58,28.24,36,1,20,4,4.6,mb(Alborz)-Mw
1965,4,25,50.64,30.39,47,16,39,46,4.5,mb(Zagros)-Mw
1965,4,26,52.35,27.43,33,22,4,38,4.9,mb(Alborz)-Mw
1965,5,7,48.8,32.4,70,0,38,48,4.3,mb(Alborz)-Mw
1965,5,7,54.82,36.17,62,1,3,5,4.6,mb(Alborz)-Mw
1965,5,12,47.5,34.35,43,11,44,27,4,mb(Alborz)-Mw
1965,5,26,44.6,35.44,67,13,58,5,4.7,mb(Alborz)-Mw
1965,6,4,55.54,32.32,,18,40,55,4.9,mb(Alborz)-Mw
1965,6,18,51.37,29.72,65,13,49,37,5.2,mb(Alborz)-Mw
1965,6,21,56.84,28.1,26,0,21,13,6,
1965,6,21,55.89,28.26,64,1,30,39,5,mb(Alborz)-Mw
1965,6,24,53,29.3,105,10,54,2,4.6,mb(Alborz)-Mw
1965,6,26,49.4,32.2,26,21,41,11,4.4,mb(Alborz)-Mw
1965,7,19,50.1,30.7,35,8,52,10,4,mb(Alborz)-Mw
1965,9,8,48.4,32.9,50,5,35,44,4.7,mb(Alborz)-Mw
1965,9,20,50.14,30.59,54,23,23,24,5,mb(Alborz)-Mw
1965,9,21,55.32,27.3,41,15,46,1,4.4,mb(Alborz)-Mw
1965,10,29,48.7,37.9,33,15,59,42,4.6,mb(Alborz)-Mw
1965,11,8,56.898,27.954,63,1,57,25,5.3,mb(Alborz)-Mw
1965,11,10,54.6,27,40,10,3,33,4.1,mb(Alborz)-Mw
1965,11,14,53.5,32.8,,15,44,37,4.5,Ms-Mw
