AFFINITY	SAMPLE_ID	LATITUDE	LONGITUDE	SIO2(WT%)	TIO2(WT%)	AL2O3(WT%)	FE2O3(WT%)	FEO(WT%)	CAO(WT%)	MGO(WT%)	MNO(WT%)	K2O(WT%)	NA2O(WT%)	P2O5(WT%)	LA(PPM)	CE(PPM)	PR(PPM)	ND(PPM)	SM(PPM)	EU(PPM)	GD(PPM)	TB(PPM)	DY(PPM)	HO(PPM)	ER(PPM)	TM(PPM)	YB(PPM)	LU(PPM)	SC(PPM)	V(PPM)	CR(PPM)	CO(PPM)	NI(PPM)	CU(PPM)	ZN(PPM)	GA(PPM)	RB(PPM)	SR(PPM)	Y(PPM)	ZR(PPM)	NB(PPM)	SN(PPM)	CS(PPM)	BA(PPM)	HF(PPM)	TA(PPM)	PB(PPM)	TH(PPM)	U(PPM)
IAB	46284	12.4	-68.75	52.23	1.22	14.15			11.29	7.37	0.19	0.07	2.05	0.09	3.21	8.65	1.35	6.56	2.173	0.83	3.07	0.57	3.56	0.79	2.25	0.36	2.3	0.36	46.52	389	211	46	85	154	77	16	0.74	803.81	23.29	60.48	4.58		0.01	21.47	1.61	0.34	0.25	0.27	0.09
IAB	56418	15.45	-61.35	50.9	0.85	19.83	2.51	6.97	11.1	3.74	0.19	0.49	2.5	0.12																	109		36				16	310		44				105					
IAB	53100	12.25	-61.5	47.89	0.97	15.07			10.78	11.65	0.17	0.63	2.45	0.18	11.1	23		14.4	3.36	1.12		0.59					1.79	0.28	25		519	44.3	226		71		15	357	18	84	7		0.6	173	2.19	0.47		2.638	1.185
IAB	19599-474	12.083	-61.758	46.5	0.88	16.31	1.15	8.24	10.5	13	0.22	0.33	1.85	0.09		15.3		9.7	2.7	1.02	3.29		3.15		1.88		1.69						485	62	81		7	327	17	62	7			108					
IAB	8399-24	12.25	-61.5	46.95	0.83	17.6	1.07	7.67	10.28	11.59	0.21	0.59	2.22	0.14		23.6		13.6	3.24	1.15	3.64		3.24		1.74		1.7						495	97	80		12	484	18	73	8			192					
IAB	56416	12.5	-61.5	51.02	0.86	17.73	2.24	6.22	10.44	6.23	0.16	0.94	3.24	0.18																215	285		129				23	738		96				398					
IAB	88177	12.188	-61.607	45.8	0.88	13.55			12.83	14.66	0.2	0.57	1.48	0.37																			326				17	593	18	77				189					
IAB	16847-GDA138	12.065	-61.73	47.21	0.85	14.04			10.5	14.98	0.18	0.43	1.82	0.26																			406				8	304	16	56				127					
IAB	88181	12.188	-61.65	49.05	0.83	15.96			10.57	11.08	0.14	0.52	2.19	0.14																			205				16	264	18	70				136					
IAB	10367-6104	12.113	-61.673	47.29	0.852	15.57	11.14		13.87	7.45	0.187	1.027	1.97	0.178	18.4	40.6		23.52	4.919	1.49	4.42		3.64		1.968		1.797	0.263	40	308	108		55	191	59		13.9	1396	20.8	60	1.99			336			0.97	5	1.59
IAB	10358-6073	12.25	-61.5	49.79	0.918	18.79	10.29		10.95	4.43	0.173	0.675	3.5	0.211	14.56	28.9		15.94	3.822	1.268	4.1		3.9		2.27		2.122	0.315	20.7	261	32		35	83	83		12.1	500	23.4	84.7	6.24			256			6.6	4	1.43
IAB	11368-413	12.132	-61.727	47.46	1.022	14.86			12.62	10.02	0.172	0.791	2.31	0.172	11.32	25.1		15.57	3.833	1.225	3.88		3.59		2.025		1.82	0.261	37	274	435		166	109	68	16	13.1	586	20.7	73.3	6.66			216			2.5	2.9	1.45
IAB	11367-306	12.125	-61.73	47.96	1.015	15.14			12.61	9.91	0.167	0.806	2.15	0.169	11.76	24.8		15.9	3.914	1.257	4.08		3.67		2.053		1.841	0.269	40	297	469		183	141	79	17	12.3	589	21.9	73	6.29			205			3	2.7	1.42
IAB	58628	12.128	-61.75	47.72	1.036	14.84			12.66	10.06	0.168	0.808	2.41	0.188	13.7	29.5		18.3											37	289	467		176	109	72	16	10.3	586	20.7	77.7	7.36			262			3.2	3.4	
IAB	10366-6155	12.128	-61.75	46.96	0.966	16.16	10.59		14.53	7.57	0.172	1.005	1.82	0.196	17.98	40		23.28	5.098	1.558	4.66		3.83		2.028		1.779	0.249	36	313	108		55	88	64		18.8	1233	21.4	66.1	3.96			345			3.4	6	2.98
IAB	106239	12.117	-61.722	46.98	1	16.38			14.81	7.15	0.17	0.98	1.97	0.19	16.7	37.1	5	22.1	4.7	1.5	4.2	0.6	3.4	0.7	1.7	0.3	1.6	0.2		324	121	42	64	75	70	17	17	1216	21	76.5	4.3		0.8	277	2	0.2	2	4.5	2.6
IAB	10371-6177	12.117	-61.722	51.07	0.843	17.93	9.02		10.66	5.78	0.155	1.074	2.87	0.23	20.9	32.8		21.65	4.682	1.471	4.84		4.18		2.46		2.26	0.341	26.5	251	98		44	46	83		22	645	28	96.9	6.2			323			4	6	2.11
IAB	10073-450	12.25	-61.5	47.17	0.963	15.58	11.3		14.43	7.06	0.183	0.515	2.12	0.124	8.87	20.4		14.7	3.638	1.19	3.82		3.46		1.984		1.78	0.259	44	334	75		45	145	74		5.6	1022	20.8	45.8	3			253			1.4	2	0.701
IAB	19595-505	12.08	-61.732	46.39	1	16.66	1.06	7.59	12.06	10.9	0.17	0.53	2.47	0.31		40.2		20	4.54	1.55	4.57		3.55		1.88		1.65						277	11	88		5	596	30	109	12			299					
IAB	10368-6264	12.078	-61.753	48.05	0.89	16.04	10.77		13.44	6.61	0.159	0.739	2.43	0.24	26.2	52.3		27.42	5.413	1.614	4.79		3.85		2.075		1.884	0.28	35	309	146		62	75	70		9.4	1432	21.8	74	4.5			353			1.41	6	2.11
IAB	10071-380	12.2	-61.7	48.32	0.973	18.4	10.91		12.21	4.99	0.17	1.158	2.39	0.219	18.9	39.7		23.5	5.156	1.612	4.92		4.09		2.279		2.071	0.303	24.3	342	11		33	148	70		16.5	1237	25	80.4	5.74			411			1.8	6	1.72
IAB	11360-282	12.19	-61.648	49.79	0.766	17.82			9.35	6.7	0.175	1.158	3.45	0.148	13.26	25.2		13.47	3.125	1.036	3.19		3		1.748		1.643	0.243	37	166	293		123	34	80	17	19.2	552	17.7	66.4	4.22			278			3.5	4	1.12
IAB	98834	12.198	-61.615	45.98	0.8	16.55			11.34	12.07	0.17	0.49	2.58	0.31																			369	84	76		12	396	18	68	2			177					
IAB	98843	12.177	-61.652	46.78	0.86	18.21			11.49	9.11	0.21	1.08	2.85	0.34																			267	119	75		29	749	21	170	13			538					
IAB	98837	12.21	-61.643	46.95	0.83	17.6			10.28	11.59	0.21	0.59	2.22	0.14																			495	96	80		12	484	18	73	8			192					
IAB	98844	12.2	-61.13	47.11	0.79	16.53			10.72	12.06	0.21	0.37	2.85	0.15																			371	96	74		7	402	20	65	7			135					
IAB	54424	12.25	-61.5	46.51						13.83					8.65				2.82	0.943							1.628													55.3	3.57								
IAB	10370-6127	12.217	-61.6888	48.99	0.986	16.76	10.3		12.63	6.26	0.16	1.007	2.44	0.182	21.6	41.8		25.12	5.27	1.604	5.02		4.2		2.14		1.823	0.267	36	308	71		52	150	61		12.2	1145	24.5	72.8	3.77			434			1.11	5	2.49
IAB	80332	16.5	-61.2	47.4											2.95	7.25		5.33	1.68	0.65	2.12		2.44		1.51		1.4	0.21									4.7	318									2.51	1.76	0.51
IAB	10218-IR	14.5	-61	47.8	0.73	15.57	3.04	6.42	10.97	13.43	0.2	0.28	1.95	0.08	1.8	5.17		4.66	1.65	0.63	2.26		2.76		1.76		1.7	0.26									3.63	175						45.6			1.242	0.255	0.083
IAB	53875	16.8	-62.15	51.59	0.9	19.05	8.87		10.29	5.3	0.17	0.59	3.02	0.18	10	33														224	33	25	13	28	57		8	342	27	56	5			141			11	8	
IAB	53876	16.8	-62.15	52.51	0.85	19.87	8.42		9.41	3.83	0.16	0.85	3.25	0.16	9	38														248	9	16	7	96	68		12	529	27	53	4			132			10	10	2
IAB	80407	16.72	-62.18	50.2	0.88	19.57	9.94		10.82	5.43	0.18	0.57	2.35	0.1															38	268	32		7				8	362	17	55				183					
IAB	10069-R8204	16.97	-62.32	49.24	0.78	19.79			11.15	6.2	0.19	0.47	2.31	0.14	4.05	9.83		6.64	1.77	0.68	2.09	0.4	2.43		1.54		1.47	0.23	40.6		22	55.9	9	57	77		2	493	14	43	1		0.2	58	1.32	0.07		0.783	0.343
IAB	53874	16.97	-62.32	48.61	0.74	19.26	10.11		11.23	6.48	0.16	0.49	2.16	0.08	5	10														284	31	30	10	84	67		3	505	17	43	1			51			11	2	
IAB	142652	17.63	-63.23	51.27	0.84	17.45	3.87	3.99	10.42	7.8	0.17	0.61	2.89	0.11																	200	20	92	100	35		9	310	17	56				200					
IAB	10290-STK_104	17.5	-62.6	49.3											2.15	5.72		4.97	1.82	0.7	2.39		2.79		1.78		1.67	0.25									4.07	243					0.15	50.2			1.09	0.29	0.14
IAB	61883	18.06	-63.05	49.56	0.84	19.49			11.22	5.5	0.15	0.24	2.19	0.12	5	11.2		8.1	2.07	0.77							1.55	0.24			47		17				8	340	17	48				157	1.3	0.12		0.7	
IAB	26695-STV_334	13.3107	-61.1468	50.54	0.92	17.03			10.24	7.95	0.17	0.4	2.5	0.11	4.9	12.1		8.8	2.54	0.95		0.62					2.21	0.36	40	295	300		109				11	206	18	66	3.7		0.39	98	1.88	0.16		0.957	0.486
IAB	11030-SV20	13.4	-61	52.89	0.78	16.67	9.11		10.35	6.35	0.17	0.59	2.53	0.12	7.85	9.7			3.031	1		0.46					2.356	0.29	44	269	134	30	31	121	71		7	211		102	4.04			100	1.1			0.9	
IAB	26681-STV_315	13.3432	-61.1277	51.2	0.82	16.88			10.55	7.76	0.16	0.33	2.33	0.09	3.2	8.2		8.3	2.24	0.83		0.58					2.37	0.39	39	277	303		75				8	167	18	51	2.9			81	1.75	0.1		0.481	0.263
IAB	26676-STV_309	13.305	-61.1417	51.55	0.8	17.02			9.14	7.72	0.17	0.32	2.74	0.11	4.8	11.7		8.6	2.3	0.87		0.59					1.99	0.33	30	215	360		139				10	200	18	72	3.5		0.49	117	2.38	0.17		0.879	0.461
IAB	26685-STV_319	13.3765	-61.154	51.68	0.82	17.82			10.43	5.67	0.16	0.56	2.57	0.11	4.9	11.7		9.6	2.47	0.89		0.59					2.25	0.36	38	270	64		37				9	341	18	71	3		0.36	102	1.91	0.1		0.865	0.369
IAB	26700-STV354	13.312	-61.1633	52.9	0.95	17.95			8.86	4.07	0.18	0.53	3.19	0.13	5.9	14.1		10.6	3.14	1.11		0.74					2.95	0.45	33	248	29	20.6	22		99		14	212	19	81	3.8		0.6	133	2.43	0.18		1.052	0.534
IAB	26712-STV_374	13.2867	-61.2517	50.06	0.85	15.56			9.73	10.37	0.16	0.43	2.36	0.12	5.7	13.4		10	2.6	0.94		0.61					2.2	0.34	34	251	719		234				12	197	18	71	4.4		0.59	112	2.09	0.21		1.328	0.698
IAB	26673-STV303	13.25	-61.1167	51.43	0.91	17.97			9.2	5.23	0.18	0.4	2.59	0.12	5.1	12.1		8.6	2.68	0.95		0.68					2.47	0.39	31	227	116	25.6	45		98		12	214	18	67	3.5		0.54	128	2.13	0.13		0.936	0.557
IAB	26711-STV_373	13.2883	-61.24	52.88	0.93	18.52			9.39	4.51	0.18	0.48	2.88	0.12	5.2	12.5		8.9	2.88	1.03		0.69					2.73	0.44	31	230	34		22				13	215	19	71	3		0.47	125	2.1	0.15		0.958	0.475
IAB	53097	12.7	-61.5	47.19	0.9	15.67			11.75	10.79	0.16	0.47	2.26	0.13	5.9	13.9		9	2.44	0.91		0.54					1.84	0.31	49.4		635	42.5	349		98		10	253	17	62	4		0.4	100	1.76	0.19		1.663	0.679
IAB	10433-BQ2	12.5	-61.5	49.49	0.804	18.42			11.71	7.1	0.178	0.584	2.52	0.105	9.53	20.63		11.4	2.876	0.903	3.37		3.6		2.291		2.21		27	151	126		37	45	85	18	18.3	271	22.7	74.7	4			136			4.2	3	1.353
IAB	68347	12.6	-61.43	46.95	1.2	14.84			8.84	4.52	0.14	0.94	4.16	0.18	7.3	18		10.8	3.4	1.12	3.98		4.45		2.91		2.78		32		35		23	11			21	192	28.7	90	2.6			63					
IAB	8400-WIC020	13	-61	48.8											5.29	12.3		8.01	2.29	0.843			3.06		1.87		1.75	0.262									8.53	285					0.121	100	1.67		1.76	1.76	0.69
IAB	61092	12.5	-61.5	49.73	0.914	21.33			11.52	4.14	0.144	0.281	2.84	0.089	8.9	13.6		11.7											32	247	47		20	45	77	19	2.5	259	25.8	65	2.6			135			3.5	2.4	
IAB	61095	12.5	-61.5	50.82	1.041	18.98			10.46	4.51	0.222	0.542	3.12	0.12	5.9	15.9		9.9											32	235	39		15	28	84	19	15	247	23.8	73	3			110			1.9	2	
IAB	54511	12.5	-61.5	52.74						3.24					3.4				1.866	0.776							1.978													51.8	1.2								
IAB	49094	18.74	145.65	50.94	0.79	16.84			10.46	4.98	0.23	0.74	2.85	0.15	6.84	14.71	2.24	10.48	2.9	1.03	3.33	0.603	3.47	0.741	2.09	0.321	2.01	0.316		341	6		12		90		13	344	20.1	51.9	1.01		0.16	158	1.52	0.065	1.83	0.813	0.311
IAB	49097	18.73	145.67	50.5	0.73	20.2			11.15	3.55	0.19	0.89	2.58	0.17	7.45	15.76	2.34	10.73	2.79	0.99	3.17	0.563	3.16	0.667	1.87	0.291	1.86	0.288		257	6		12		76		19.9	395	18.1	59.2	1.13		0.463	165	1.6	0.088	1.79	0.881	0.383
IAB	105957	16.37	145.63												5.76	12.3	1.87	8.86	2.62	0.93	3.08	0.56	3.42	0.76	2.22		2.14	0.32								17					1.21		0.3		1.35	0.079	2.78	0.9	0.31
IAB	42382	16.37	145.63	50.01	0.75	20.18			11.36	3.86	0.18	0.42	2.35	0.11																319	12	29	12	149	76		6	441	17	40	0.2			153					
IAB	142775	13.5	144.67	45.68	0.63	14.44			6.15	8.38	0.17	1.21	4.05	0.06	2.89	7.68	1.15	5.95	1.91	0.68	2.42	0.44	2.81	0.6	1.78	0.29	1.77	0.28									11.5	200	18.5	45.9	0.57			58	1.3	0.04	0.98	0.23	0.06
IAB	49006	13.5	144.67												10.4	22.3		13.8	3.78	1.37		0.69					2.74	0.41	35		6	38													1.8				
IAB	9700-GUG_9	17.33	145.85	50.99	0.82	19.6			11.05	4.23	0.18	0.43	2.56	0.09	2.85	7.63	1.3	6.57	2.14	0.81	2.86	0.547	3.29	0.727	2.11	0.326	2.07	0.331		227	12		15		81		6.5	299	20.1	50.4	0.73			139	1.42	0.061	2.03	0.274	0.152
IAB	49080	17.32	145.84	51.61	0.86	19.75			10.5	3.36	0.19	0.91	2.69	0.17	7.4	15.86	2.4	11.11	3.08	1.08	3.65	0.657	3.81	0.816	2.3	0.358	2.29	0.356		279	5		13		82		16.9	401	23	66.3	1.24		0.467	217	1.78	0.092	2.82	0.737	0.358
IAB	8319-M1	20.03	145.6	50.6	1.05	17.65			10.56	3.96	0.22	0.38	2.43	0.11	3.9	8.89	1.43	7.6	2.62	1.01	3.47		4.01		2.6		2.59	0.41		377	18	57	6	221	100		10	270	23	62	0.75		0.24	151	1.34	0.237	3.73	0.41	0.17
IAB	12504-PA	18.12	145.76	50.97	0.78	18.86			10.85	4.71	0.16	0.6	2.38	0.13																		36	34	152			7.5	371	19.3	56				130					
IAB	8385-PAF3B	18.17	145.75	49.19	0.65	16.94			11.84	7.26	0.21	0.48	1.96	0.1	3.5	7.98	1.27	6.3	2	0.73	2.36	0.44	2.66	0.59	1.68		1.6	0.24		280	60	51	35	123	76	16	10	311	15	42	0.62		0.36	171	1.02	0.042	1.9	0.34	0.17
IAB	49090	18.16	145.8	49.83	0.7	17.59			12.07	6.2	0.19	0.56	2.24	0.1	3.8	9.11	1.44	7.04	2.18	0.78	2.71	0.482	2.89	0.63	1.74	0.274	1.74	0.277		291	103		47		76		8.7	348	17.1	41.8	0.69			175	1.19	0.049	2.01	0.389	0.196
IAB	43108	18.17	145.75	49.87	0.74	16.31	2.8	7.16	11.74	6.43	0.15	0.6	2.35	0.16	5.27	12.02			2.55	0.87		0.38					1.84	0.33	40.9		52	46.5			101		9.42	167					0.24	122	1.5	2.3			
IAB	42032	18.17	145.75												5.24	12.1		9.31	2.78	0.989	3.42		3.74		2.32		2.24	0.338									8.52	330					0.456	207	1.6				
IAB	26966-R.3742.3	-65.25	-59.5	48.05	2.66	15.06			8.44	7.54	0.14	1.31	3.83	0.49	20.8	41.8		24.7	5.66	2.05		0.9					1.29	0.19	18.1		146	52.4	121				9	578	22	175	29			116	4.08	2.1		1.83	0.89
IAB	14183-SSR_1.3	-58.95	-26.583	49	0.56	19.43	3.82	6.16	12.41	5.89	0.18	0.1	1.5	0.04	1.1	3.09	0.52	3.18	1.16	0.51	1.75	0.3	2.12	0.44	1.41	0.16	1.4	0.19	40.3	234	31	45	9	81	65	15.8	1.75	153	12	32	0.23		0.05	68	0.63	0.02	0.79	0.15	0.08
IAB	8198-SSR.1.1	-59.03	-26.58	49.22	0.57	19.3			12.36	5.82	0.18	0.12	1.76	0.05	8	16														238	43	35	15	107	69		4	148	14	40	0			65			5	0	0
IAB	41014	-57.08	-26.72	50.34	0.66	18.81			11.7	6.27	0.19	0.12	1.68	0.03	1.1	2.84	0.55	2.97	1.06	0.53	1.52	0.29	2.05	0.5	1.31	0.23	1.41	0.2	41.2	285	58	36	24	140	69	16.3	3	113	14	31	0.21		0.17	73	0.63	0.01	1.17	0.1	0.06
IAB	8790-SSC.35.1	-57.08	-26.72	50.37	0.69	18.65			11.65	5.78	0.18	0.055	1.82	0.02	1.02	2.95	0.53	3.03	1.12	0.51	1.58	0.32	2.19	0.45	1.41	0.23	1.48	0.22	40.6	293	54	33	20	114	74	16.5	2	116	13	37	0.22		0.06	66	0.69	0.02	1.19	0.12	0.03
IAB	14180-SSC_41.1	-57.005	-26.933	48.5	0.54	23.1	1.56	5	13.54	4.24	0.09	0.13	1.8	0.01																	25		49	69			2.36	123											
IAB	41013	-57.08	-26.72	50.33	0.66	19.04			11.73	6.08	0.2	0.12	1.67	0.03																286	55	61	22	142	66		3	115	13	31				62					
IAB	8799-SSK.1.2	-59.47	-27.2	50.82	0.51	19			11.37	5.92	0.16	0.23	2.37	0.05	0	0														179	29	34	18	87	63		4	149	14	35	0			100			8	0	0
IAB	8197-SSM_5.4	-58.42	-26.33	48.66	0.46	18.58			12.89	8.24	0.18	0.1	1.3	0.35	0.77	2.27	0.38	2.3	0.85	0.4	1.26	0.22	1.59	0.32	0.94	0.15	1.05	0.16	41.6	212	154	40	41	79	58	14	3	134	10	26	0.18		0.14	37	0.5	0.01	0.61	0.37	0.13
IAB	41064	-58.42	-26.33	50.62	0.73	17.58			11.11	6.12	0.17	0.17	2.14	0.07																366	76	38	17	117	75		3	139	15	41				93					
IAB	14182-SSS_10.1	-57.766	-26.566	50.34	0.83	16.83	2.28	7.43	11.31	7.45	0.17	0.35	2	0.09	2.57	7.34	1.18	6.48	2.1	0.82	2.81	0.52	3.42	0.75	2.14	0.34	2.28	0.38	35.8	273	176	39	72	168	76	14.5	6	128	19	55	0.74		0.6	128	1.5	0.03	1.89	0.39	0.19
IAB	8196-SSS_5.4	-57.8	-26.47	51.87	0.94	15.99			10.67	5.51	0.19	0.3	2.38	0.09	2.21	7.13	0.92	6.13	2.07	0.78	2.86	0.43	3.39	0.65	2.24	0.29	2.28	0.3	39.4	353	65	39	18	181	78	14.2	9.46	123	21	54	0.56		0.44	113	1.26	0.05	1.93	0.37	0.12
IAB	8801-SST.6.3	-59.45	-27.37	51.37	0.68	16.15			11.47	6.19	0.22	0.29	2.19	0.05	2.23	6.34	1.04	5.15	1.64	0.62	2.1	0.39	2.72	0.61	1.59	0.24	1.69	0.26	40.3	245	60	36	19	142	76		6	142	17	45	0.66		0.28	91	0.96	0.04	3.87	0.51	0.17
IAB	8194-SSV.2.1	-57.1	-26.77	49.74	0.51	19.64			12.37	6.77	0.16	0.09	1.28	0.02	1.09	2.98	0.59	3.02	1.11	0.47	1.64	0.3	1.98	0.47	1.36	0.22	1.31	0.23	35.9	204	58	41	21	123	61	14.8	1.55	110	12	34	0.25		0.1	43	0.9	0.03	0.77	0.15	0.04
IAB	41026	-57.1	-26.77	49.82	0.51	19.86			12.38	6.59	0.18	0.09	1.71	0.03																206	54	34	20	96	60		3	104	14	39				51					
IAB	75363	-57.1	-26.77	51.5	0.58	20.8	2.86	5.5	10.89	5.57		0.18	2.39	0.07															60	120	20	32	17	300	105	16		100		65		1.5		70			10		
IAB	14185-SSW_1.1	-56.75	-27.25	51.04	0.87	17.12	3.9	6.97	11.76	5.91	0.19	0.37	1.96	0.07	2.73	7.85	1.25	6.69	2.02	0.79	2.77	0.54	3.41	0.76	2.35	0.35	2.18	0.33	50	290	65	47	27	175		18	12	135		100	0.66		0.13	75	1.44	0.07	2.01	0.41	0.12
IAB	43849	-56.7	-27.15	51.12	0.89	17.83			11.67	5.47	0.19	0.39	2.22	0.08	4	22														280	75	28	20	142	69		11	157	21	59	2			127			5	3	2
IAB	40947	-56.33	-27.53	49.92	0.56	16.53			12.58	8.27	0.18	0.12	1.6	0.02																237	147	42	34	81	60		3	126	11	33				55					
IAB	8781-SSZ.83.1	-56.3	-27.57	50.88	0.59	16.22			12.23	7.95	0.18	0.12	1.53	0.03	5	0														269	160	39	39	112	66		3	123	14	33	2			68			0	0	0
IAB	43847	-56.3	-27.57	52.62	0.87	15.55			10.37	6.22	0.22	0.15	1.47	0.05	4	0														364	78	45	22	117	82		4	128	18	42	2			93			7	0	0
IAB	60044	-62.03	-56.45	52.88	0.64	17.68			10.3	6.14	0.13	0.47	3.54	0.06	2	7.92		5.47	1.56	0.65	1.9		2.02		1.25		1.15				130		40		62	19	11	332	10	58	1			77			5	2	
IAB	60027	-62.95	-60.63	51.89	1.49	16.2			10.07	6.11	0.18	0.28	4.07	0.21	8	21.9		14.4	3.94	1.46	4.83		4.92		3.21		2.99				141		35		76	16	3	340	26	144	2			80			4	2	
IAB	14131-B.103.3	-62.95	-60.63	52.33	1.56	16.64	2.16	6.58	9.97	5.19	0.17	0.4	4.57	0.26	8	24.1		16.3	4.26	1.5	4.88		5.05		3.06		2.78				101		19		73	20	5	427	27	172	3			79			5	3	
IAB	74057	-62.95	-60.63	50.3	1.6	17.7			10.3	6.5	0.16	0.46	3.48	0.25																175	75	19	29				4	450	23	145				120					
IAB	29408-P.842.4	-62.5	-60	51.7	1.06	16.7	2.59	6.48	10.63	8.8	0.15	0.69	2.59	0.11	12	31															230		70		75	21	9	681	20	112				229					
IAB	146494	-62.05	-58.4	50.3	0.82	16.9			11.4	7.5	0.14	0.23	2.5	0.17	4.7	13.6		8	2.3	0.9			2.8		1.7		1.5		33	228	734		240	83	76	18	3.3	373.2	19	75	0.5		1.75	85					
IAB	161725	-62.05	-58.4	51.4	0.87	19.8	1.71	5.69	9.9	4.1	0.14	0.81	3.74	0.2	11	26															23		14		88	28	12	486	23	115				223			12	2	
IAB	28772-A155	-62.05	-58.4	49.83	0.77	16.6	3.07	5.3	8.53	12.53	0.15	0.38	2.73	0.05	5.2	11.7		8.7	2.1	0.81		0.4					1.6	0.32	32		1014	46	280				6	324		95	11			106	1.5	0.07		0.9	
IAB	161664	-62.05	-58.4	48.7	1.17	21.1	2.71	6.78	4.56	7.1	0.17	2.77	2.77	0.15	17	49															20		10		56	32	75	530	27	210				686			15		
IAB	29358-P.1147.3	-62.05	-58.4	49.6	0.5	19.6	2.33	5.84	12.22	7.4	0.14	0.38	2.04	0.08		20															40		28		58	19	4	616	9	62				122					
IAB	161650	-62.05	-58.4	51.1	1.15	15.5	2.86	7.16	8.27	7.1	0.2	0.75	2.93	0.22	13	21															20		14		83	22	13	638	23	90	5			197					
IAB	161702	-62.05	-58.4	49.8	0.79	15.3	2.44	6.11	9.39	7.4	0.15	0.2	2.67	0.2	17	37															30		18		61	23		707	18	122				129			10		
IAB	28775-A677	-62.05	-58.4	52.32	0.8	16.42	5.61	3.15	9.18	9.33	0.19	0.21	2.62	0.11	8.5	20.2		11.9	2.7	0.97		0.38					1.8	0.21	27		682	39	224				4	385	18	98	8			113	2	0.17		1.2	
IAB	111813	-62.833	-60	51.14	1.19	16.83			4.06	6.69	0.16	1.81	4.52	0.24	9.3	21.4		14.4	3.77	1.25		0.7					2.28	0.34	25.9	228	224	30	86	39	75	14	50	862	24	117	1			1079	2.52		8	1.1	0.8
IAB	161566	-62.83	-60	49.9	1.04	16	2.4	8.01	11.79	6.8	0.2	0.21	2.68	0.15	6	15															124		27				5	351	18	62				68			5		
IAB	161732	-62.833	-60	50.3	1.08	18.1	2.55	6.38	11.27	5	0.15	0.56	4.15	0.17	9	8															110		35		76	24	7	590	16	50	3			175					
IAB	142280	-62.5	-60.5	47.97	0.76	22.1			12.46	3.55	0.16	0.51	2.32	0.11																273	18		14	62	57	19													
IAB	161686	-62.5	-59	50	1.09	15.3	2.71	6.77	8.54	8.7	0.18	0.35	3.03	0.17	17	20															150		67		72	19		486	24	118	5			204			10		
IAB	60039	-62.06	-57.56	49.02	1.08	15.81			10.08	8.95	0.18	0.48	3.95	0.28	10	22.6		13.1	3.04	1.06	3.06		2.84		1.59		1.49				494		159		69	21	5.2	534	12	80	2			161			7	1	
IAB	146502	-62.06	-57.56	49.1	1.25	15.9			10.1	9.8	0.16	0.61	3.7	0.28	9.7	23.6		13.9	3.1	1.2	3		2.7		1.4		1.2		33	290	377		160	74	69	19	5.3	581.9	14	88	3.2		0.05	106					
IAB	142277	-62.35	-59.6	50.3	1.1	16.5			10.48	8.9	0.17	0.54	2.56	0.48																	200		67																
IAB	161619	-62.35	-59.6	49.2	0.91	15.5	2.64	6.59	10.08	10.2	0.16	0.33	2.42	0.14		15															291		88		59	23		475	15	56				120					
IAB	76490	-18.26	-178.75	50.44	1.19	19.01	5.03	5.66	10.92	4.36	0.17	0.7	2.34	0.18	4	21.4		16.2	4.8	1.45		0.83					2.83	0.49	34	391	20		20	62	84	18	11	387	27	72	0			79	2.11	0.23	0	0.71	
IAB	76492	-20.8	-178.75	51.02	0.96	20.68	4	3.82	11.48	4.18	0.13	1.02	2.44	0.26	6	19.9		16.4		1.35		0.7					2.29	0.41	33	308	107		41	109	66	17	30	543	22	66	0			144	1.8	0.44	0	1.12	
IAB	76341	-17	179.8	48																																	21	466									1.6	2.4	0.71
IAB	76339	-16.21	180.1	49																																	15	566									1.6	2	0.61
IAB	58685	-18	-177	48.8	0.18	11.94	4.41	4.79	11.44	10.39	0.18	1.52	2.81	0.4	14	29	3.1	15	3.2	1.1	1.9	0.36	2	0.33	0.8	0.11	1		34	240	220	41	110	91			22	773	14	54		1	0.9	620	0.8		7.5	1.23	0.41
IAB	14662-WA48	-17.833	177.533	52	0.45	16.66			8.89	9.12	0.12	0.41	3.84	0.04	1.3	3.9		2.7	0.84	0.32		0.21					0.95	0.17	40	244	391	37	134				5	319	10	32	0		0.04	215	0.8	0.09	0.05	0.16	0.05
IAB	14664-WA4	-18.01	177.833	50	1.28	17.4			10.17	8.07	0.22	0.29	2.32	0.18	3.9	12.2		8.8	2.9	1.04		0.64					2.4	0.41	37	279	204	34	87				4	210	27	86	2.3		0.02	30	2.3	0.05	0.8	0.24	0.05
IAB	14663-WA2	-18.1166	177.833	52	0.86	17.89			6.69	9.29	0.13	0.8	3.31	0.13	2.4	7.5		5.7	1.8	0.75		0.43					1.6	0.27	37	235	61	34	34				9	242	19	53	2.2		0.16	168	1.2	0.05	1.3	0.17	0.05
IAB	14665-WA12	-18.05	177.833	52	1.29	17.21			8.74	5.07	0.21	0.5	2.98	0.26	6.1	16.2				1.3		0.65							31	375	52	32	7				4.2	334	28	82	2.3		0.05	78		0.07	1	0.81	0.22
IAB	76324	-17.683	178.1166	50														7.8	2.6																		5	283									1.2	0.25	0.15
